image_path,case_id,label,split
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0368.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0369.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0370.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0371.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0372.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0373.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0374.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0375.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0376.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0377.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0378.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0379.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0380.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0381.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0382.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0383.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0384.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0385.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0386.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0387.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0388.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0389.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0390.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0391.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0392.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0393.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0394.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0395.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0396.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0397.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0398.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0399.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0400.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0401.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0402.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0403.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0404.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0405.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0406.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0407.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0408.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0409.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0410.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0411.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0412.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0413.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0414.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0415.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0416.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0417.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0418.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0419.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0420.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0421.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0422.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0423.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0424.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0425.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0426.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0427.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0428.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0429.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0430.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0431.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0432.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0433.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0434.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0435.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0436.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0437.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0438.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0439.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0440.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0441.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0442.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0443.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0444.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0445.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0446.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0447.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0448.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0449.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0450.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0451.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0452.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0453.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0454.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0455.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0456.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0457.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0458.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0459.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0460.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0461.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0462.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0463.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0464.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0465.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0466.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0467.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0468.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0469.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0470.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0471.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0472.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0473.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0474.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0475.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0476.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0477.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0478.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0479.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0480.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0481.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0482.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0483.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0484.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0485.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0486.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0487.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0488.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0489.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0490.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0491.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0492.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0493.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0494.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0495.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0496.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0497.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0498.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0499.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0500.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0501.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0502.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0503.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0504.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0505.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0506.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0507.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0508.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0509.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0510.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0511.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0512.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0513.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0514.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0515.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0516.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0517.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0518.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0519.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0520.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0521.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0522.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0523.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0524.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0525.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0526.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0527.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0528.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0529.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0530.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0531.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0532.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0533.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0534.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0535.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0536.jpg,Positive/case20,1,train
C:\Coding Notes\Final-Dissertation\datasets\Positive\case20\case_M_20181010094822_0U62363101085921_1_003_001-1_a13_ayy_image0537.jpg,Positive/case20,1,train
